SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2018,08,21,48212065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48213065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48214065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48215065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48216065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48217064,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48220793,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48220925,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48221565,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48221566,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48222065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48222565,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48222566,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48222690,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48222691,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48223065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48223565,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48223566,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48223690,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48223691,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48224064,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48224564,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48224565,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48225064,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48226065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48270063,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48271565,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48271566,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48272064,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48272064,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,21,48272065,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48272564,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48272565,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48273064,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,21,48273064,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48275065,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48275065,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,21,48275065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48275066,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48275565,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48275566,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48275690,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48275691,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48277065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48278065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48279065,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,21,48279065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48280064,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48281876,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48282065,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,21,48282066,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48284065,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48284168,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48285065,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,21,48292545,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48293065,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,21,48293066,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48294065,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,21,48301710,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48302065,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,21,48303104,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48303176,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48306225,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48307064,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,21,48314065,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,21,48314065,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,21,48314066,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,21,48315064,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,21,48315064,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48317065,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48318064,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48372066,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,21,48375063,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,21,48746065,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,21,49805066,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,21,50108066,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,21,50238065,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,21,50540065,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,21,50605066,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
