SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2018,08,22,45219071,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,22,45219072,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,45220065,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,22,45226504,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,45226564,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,45228071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,45229071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,45230071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,45231071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,45232071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,45235066,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,45237072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,45238071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,45239071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,45240066,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,45241071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,45241571,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,45241572,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,45242071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,45242571,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,45242572,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,45242696,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,45242697,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,45243071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,45253071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,45255066,4352,Physiological,JumpAlgorithm,0,Jump Test Detected - Flight time 15718ms, peak acceleration -7.73g
0,2018,08,22,45258071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,45556072,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,22,45783067,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,22,46113067,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,22,46142072,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,22,46166072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,46169067,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,46171067,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,46175066,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,46176072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,46182072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,46182572,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,46182573,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,46183067,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,46183067,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,22,46183067,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,46183068,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,46183567,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,46183568,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,46183692,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,46183693,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,46184073,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,22,46184073,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,46479067,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,22,46503067,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,22,46816072,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,22,46907067,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,22,47367067,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,22,47620072,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,22,47923067,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,22,47963067,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,22,48243067,4416,Physiological,DashAlgorithm,0,40 Yard Dash Test Detected - Activity 0.43g
0,2018,08,22,48243067,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,48246071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,48261066,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,48261191,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,48261192,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,48261566,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,48261567,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,48269066,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,22,48273071,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,22,48274071,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,22,48277571,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,48277572,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,22,48278071,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,22,48278071,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2018,08,22,48278072,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
