SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2018,08,20,43613618,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,43631817,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,43632057,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,20,43632669,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,43633061,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,20,43637097,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,43638056,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,20,43638884,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,43639056,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2018,08,20,43647057,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,20,43648062,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,20,43649056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,20,43650056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,20,43651056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,20,43652062,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,20,43653056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,20,43654054,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,20,43655054,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,20,43656056,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,20,43657057,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
0,2018,08,20,43673062,4416,Physiological,DashAlgorithm,0,40 Yard Dash Test Detected - Activity 0.38g
0,2018,08,20,43973062,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
0,2018,08,20,46968057,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
0,2018,08,20,46972061,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
0,2018,08,20,46975557,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,46975558,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,46976556,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,46976557,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,46977062,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,46977062,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2018,08,20,46977063,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,46977562,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,46977563,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,46978057,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,46980764,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,46981055,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2018,08,20,46981305,64,System,Button,0,
0,2018,08,20,46982210,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,46983062,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2018,08,20,46987190,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,46988373,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,46989338,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,46990233,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2018,08,20,46990749,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2018,08,20,46990989,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
